crates/view-core/src/native/keys.rs	                ("<C-w>".to_string(), Some(">".to_string())),	                ("<C-w>".to_string(), None),	-p view-core --lib native::keys::tests::the_defaults_are_the_shifted_arrows_and_nvims_own_window_chord
crates/view-core/src/native/keys.rs	            .any(|(first, second)| second.is_some() && first == notation);	            .any(|(first, second)| second.is_none() && first == notation);	-p view-core --lib native::keys::tests::the_defaults_are_the_shifted_arrows_and_nvims_own_window_chord
crates/view-core/src/native/keys.rs	        if keys.len() == 2 {	        if keys.len() == 3 {	-p view-core --lib native::keys::tests::a_chord_is_two_keys_and_no_more
crates/view-core/src/native/keys.rs	                    "<lt>".to_string()	                    "<".to_string()	-p view-core --lib native::keys::tests::a_bare_left_angle_is_the_same_key_as_its_spelled_form
crates/view-core/src/native/keys.rs	            return false;	            return true;	-p view-core --lib native::keys::tests::a_spelling_this_build_cannot_match_keeps_the_defaults
crates/view-core/src/update/mod.rs	    let pending = model.pending_resize_chord.take();	    let pending = model.pending_resize_chord.clone();	-p view-core --lib update::tests::a_follower_that_completes_nothing_falls_through_to_its_own_handling
crates/view-core/src/update/mod.rs	        model.pending_resize_chord = Some(notation.to_string());	        model.pending_resize_chord = None;	-p view-core --lib update::tests::both_sidebars_resize_with_nvims_own_window_chord
crates/view-core/src/update/mod.rs	    if resize.is_some() {	    if resize.is_none() {	-p view-core --lib update::tests::a_resize_key_is_honored_in_every_state_that_owns_the_panels_keys
crates/view-core/src/update/mod.rs	                        if model.resize_tree(direction.widens()) {	                        if model.resize_tree(!direction.widens()) {	-p view-core --lib update::tests::both_sidebars_resize_with_nvims_own_window_chord
crates/view-native/src/config.rs	        if !spellings.is_some_and(|spellings| keys.rebind(direction, &spellings)) {	        if spellings.is_some_and(|spellings| keys.rebind(direction, &spellings)) {	-p view-native --lib config::tests::a_key_this_build_cannot_match_keeps_the_table_and_says_so
crates/view/src/native.rs	        model.resize_keys = resolved.keys.resize().clone();	        model.resize_keys = view_core::native::keys::ResizeKeys::default();	-p view --bin view native::tests::load_carries_the_resize_keys_and_reports_one_it_could_not_read
crates/view/src/native.rs	ml:        for notice in resolved.keys.notices() {\n            model.dirty = true;	ml:        for notice in resolved.keys.notices().iter().take(0) {\n            model.dirty = true;	-p view --bin view native::tests::load_carries_the_resize_keys_and_reports_one_it_could_not_read
