crates/view-core/src/native/ai_panel/review.rs	anchor: if end_row > row { end_row - 1 } else { row },	anchor: end_row,	-p view-core --lib review::tests::marks_name_the_replaced_rows_and_header_only_the_current_hunk
crates/view-core/src/native/ai_panel/review.rs	header: (index == self.cursor).then(|| self.header(index)),	header: Some(self.header(index)),	-p view-core --lib review::tests::marks_name_the_replaced_rows_and_header_only_the_current_hunk
crates/view-core/src/native/ai_panel/review.rs	.filter(|(_, hunk)| hunk.status.is_open())	.filter(|(_, hunk)| hunk.status != HunkStatus::Accepted)	-p view-core --lib review::tests::a_decided_hunk_leaves_no_mark_behind
crates/view-core/src/native/ai_panel/review.rs	            (true, true) => STALE_KEY_HINT,	            (true, true) => KEY_HINT,	-p view-core --lib review::tests::a_stale_current_hunk_carries_the_stale_flag_and_the_re_diff_key
crates/view-core/src/native/ai_panel/review.rs	return format!("{position} -- {notice} -- {LEAVE_HINT}");	return format!("{position} -- {notice}");	-p view-core --lib review::tests::a_broken_review_replaces_the_keys_with_the_reason_and_the_way_out
crates/view-core/src/native/ai_panel/review.rs	effects.push(Effect::Rpc(RpcCall::ReviewClear { buf }));	let _ = buf;	-p view-core --lib review::tests::closing_a_live_review_undecorates_detaches_and_releases_the_hidden_hold
crates/view-core/src/native/ai_panel/review.rs	                stale += 1;	                stale += 0;	-p view-core --lib review::tests::the_presentation_stamp_moves_only_when_a_hunk_or_the_sync_changes
crates/view-core/src/native/ai_panel/review.rs	.map_or(0, |hunk| hunk.old_range.0)	.map_or(0, |hunk| hunk.old_range.1)	-p view-core --lib review::tests::show_effect_carries_the_marks_the_cursor_row_and_the_focus
crates/view-core/src/native/ai_panel/review.rs	let buf = self.buffer?;	let buf = self.buffer.unwrap_or(BufferHandle(0));	-p view-core --lib review::tests::an_unbound_review_has_nothing_to_draw_in
crates/view-core/src/native/ai_panel/review.rs	if hunk.status.is_open() {	if hunk.status == HunkStatus::Fresh {	-p view-core --lib review::tests::reject_all_declines_every_open_hunk_including_the_stale_ones
crates/view-core/src/update/review.rs	effects.extend(review.show_effect(navigated, target));	effects.extend(review.show_effect(false, target));	-p view-core --lib update::tests::a_hunk_jump_only_redraws_the_review_with_the_cursor_on_the_next_hunk
crates/view-core/src/update/review.rs	if model.ai_panel().focused && !model.ai_panel().an_owner_holds_the_keys() {	if model.ai_panel().focused {	-p view-core --lib update::tests::with_a_review_and_a_permission_both_pending_the_question_keeps_the_panels_keys
crates/view-core/src/update/review.rs	panel.transcript.record_review(notice);	let _ = notice;	-p view-core --lib update::tests::an_unresolvable_path_leaves_the_review_unbindable
crates/view-core/src/update/review.rs	panel.transcript.record_review(outcome);	let _ = outcome;	-p view-core --lib update::tests::closing_a_review_with_hunks_left_discards_the_proposal_at_the_session
crates/view-core/src/update/review.rs	effects.extend(finished.close_effects());	let _ = &finished;	-p view-core --lib update::tests::rejecting_through_the_key_path_writes_nothing_and_closes_the_review
crates/view-core/src/update/review.rs	    if !VERBS.contains(&verb) {	    if false {	-p view-core --lib update::tests::a_verb_the_review_does_not_know_says_so_and_changes_nothing
crates/view-core/src/update/review.rs	.record_review(format!("now reviewing {}", queued.path.display()));	.record_review(String::new());	-p view-core --lib update::tests::the_promoted_proposal_announces_itself_and_focuses_its_own_buffer
crates/view-core/src/native/ai_panel/review.rs	                unanchored += 1;	                unanchored += 0;	-p view-core --lib review::tests::the_stamp_moves_when_a_second_edit_takes_an_already_stale_hunks_anchor
crates/view-core/src/native/ai_panel/review.rs	            (true, false) => UNANCHORED_KEY_HINT,	            (true, false) => STALE_KEY_HINT,	-p view-core --lib review::tests::a_stale_hunk_whose_anchor_is_gone_stops_offering_the_re_diff_key
crates/view-core/src/native/ai_panel/review.rs	            return Err(Refusal::NothingFresh);	            return Ok(Vec::new());	-p view-core --lib no_fresh_hunk_left
crates/view-core/src/native/ai_panel/review.rs	            return Err(Refusal::AnchorLost);	            return Err(Refusal::NotStale);	-p view-core --lib a_re_diff
crates/view-core/src/update/review.rs	        Err(why) => (Vec::new(), Some(why)),	        Err(_) => (Vec::new(), None),	-p view-core --lib update::tests::a_re_diff_the_review_refuses_says_why_rather_than_repainting_in_silence
crates/view-core/src/native/mappings.rs	                .map(|form| format!("{} {}", form.feature, form.verb)),	                .map(|form| form.feature.to_string()),	-p view-core --lib mappings::tests::the_usage_line_offers_the_verbs_no_default_key_reaches
crates/view-engine/src/nvim_api.rs	                command_only_forms()	                default_maps()	-p view-engine --lib nvim_api::tests::register_mappings_sends_one_chunk_carrying_its_data_as_arguments
crates/view-core/src/native/mappings.rs	ml:        feature: "review",\n        verb: "rediff",	        feature: "review",\n        verb: "redif",	-p view --test mappings_live
crates/view-core/src/update/review.rs	            "The review has no such verb -- :View review <Tab> offers the ones it answers"	            "The review declined that"	-p view-core --lib update::tests::an_unknown_verb_is_answered_even_with_nothing_under_review
crates/view-core/src/native/mappings.rs	        lhs: "]c",	        lhs: "]d",	-p view-core --lib review::tests::the_hints_name_exactly_the_keys_a_review_installs
crates/view-core/src/native/mappings.rs	ml:        lhs: "<leader>hA",\n        verb: "accept_all",	        lhs: "<leader>hA",\n        verb: "accept-all",	-p view-core --lib mappings::tests::every_review_key_names_a_verb_the_command_also_offers
crates/view/src/runtime.rs	.review_show(buf, &marks, cursor_row, focus, open_target),	.review_show(buf, &marks, cursor_row, !focus, open_target),	-p view --bin view runtime::tests::review_show_effect_maps_to_engine_ops_review_show
crates/view/src/runtime.rs	RpcCall::ReviewClear { buf } => self.ops.review_clear(buf),	RpcCall::ReviewClear { buf } => self.ops.buf_detach(buf),	-p view --bin view runtime::tests::review_clear_effect_maps_to_engine_ops_review_clear
crates/view-engine/src/nvim_api.rs	                    Value::from(self.channel_id),	                    Value::from(0),	-p view-engine --lib nvim_api::tests::review_show_sends_one_chunk_carrying_the_marks_the_channel_and_the_keys
crates/view-engine/src/nvim_api.rs	                if let Some(header) = &mark.header {	                if true { let header = mark.header.clone().unwrap_or_default();	-p view-engine --lib nvim_api::tests::review_show_sends_one_chunk_carrying_the_marks_the_channel_and_the_keys
crates/view-engine/src/nvim_api.rs	                        ReviewOpenTarget::Split => "split",	                        ReviewOpenTarget::Split => "current",	-p view-engine --lib nvim_api::tests::review_show_sends_one_chunk_carrying_the_marks_the_channel_and_the_keys
crates/view-engine/src/nvim_api.rs	      line_hl_group = m.stale and 'DiffChange' or 'DiffDelete',	      line_hl_group = 'DiffDelete',	-p view-engine --test inline_review_live a_stale_hunk_is_drawn_in_the_change_group
crates/view-engine/src/nvim_api.rs	      virt_lines_above = m.end_row == m.row,	      virt_lines_above = false,	-p view-engine --test inline_review_live a_pure_insertion_draws_above_the_row_and_highlights_nothing
crates/view-engine/src/nvim_api.rs	ml:      strict = false,\n    })\n  end\n  local virt	      strict = true,\n    })\n  end\n  local virt	-p view-engine --test inline_review_live a_mark_past_the_end_of_a_shrunk_buffer_still_installs_the_keys
crates/view-engine/src/nvim_api.rs	ml:      sign_hl_group = 'DiffText',\n      priority = 100,\n      strict = false,	      sign_hl_group = 'DiffText',\n      priority = 100,\n      strict = true,	-p view-engine --test inline_review_live a_mark_past_the_end_of_a_shrunk_buffer_still_installs_the_keys
crates/view-engine/src/nvim_api.rs	    { buffer = buf, silent = true, desc = 'view: review ' .. k.verb })	    { silent = true, desc = 'view: review ' .. k.verb })	-p view-engine --test inline_review_live the_review_keys_are_buffer_local_and_leave_with_the_review
crates/view-engine/src/nvim_api.rs	  pcall(vim.keymap.del, 'n', k.lhs, { buffer = buf })	  local _ = k.lhs	-p view-engine --test inline_review_live the_review_keys_are_buffer_local_and_leave_with_the_review
crates/view-engine/src/nvim_api.rs	  local win = vim.fn.win_findbuf(buf)[1]	  local win = nil	-p view-engine --test inline_review_live a_file_a_window_already_shows_is_never_moved_or_split
crates/view-engine/src/nvim_api.rs	    if target == 'split' then	    if target ~= 'split' then	-p view-engine --test inline_review_live an_unopened_file_lands_in_the_current_window
crates/view-engine/src/process.rs	        let handle = handle.with_channel_id(api_info.channel_id);	        let handle = handle.with_channel_id(9999);	-p view-engine --test inline_review_live pressing_a_review_key_in_the_buffer_invokes_the_verb
crates/view-engine/src/nvim_api.rs	      end_row = m.end_row - 1,	      end_row = m.end_row,	-p view-engine --test inline_review_live the_deletion_highlight_stops_at_the_last_row_the_hunk_replaces
crates/view-core/src/update/mod.rs	                        if model.ai_panel().pending_diff.is_some() {	                        if false {	-p view-core --lib update::tests::with_a_review_and_a_permission_both_pending_the_question_keeps_the_panels_keys
crates/view-core/src/native/mappings.rs	        does: "accept the hunk under the cursor",	        does: "accept the hunk",	-p view-core --lib native::mappings::tests::both_docs_pages_render_the_review_keys_this_build_installs
crates/view-core/src/native/mappings.rs	            "| `{}` | {} | `:{COMMAND} review {}` |\n",	            "| `{}` | {} | `:{COMMAND} {} review` |\n",	-p view-core --lib native::mappings::tests::both_docs_pages_render_the_review_keys_this_build_installs
crates/view-tui/src/paint.rs	                        bg: style.bg.filter(|bg| Some(*bg) != buffer_bg).or(base.bg),	                        bg: style.bg.or(base.bg),	-p view-tui --lib paint::tests::a_styled_span_in_a_float_keeps_the_floats_background_not_the_buffers
