crates/view-core/src/native/ai_panel/transcript.rs	            body: width.saturating_sub(MARK_COLS).max(1),	            body: width.max(1),	-p view-core --lib native::ai_panel::transcript::tests::a_line_past_the_rows_width_wraps_under_the_marker
crates/view-core/src/native/ai_panel/transcript.rs	ml:                    let lead = if self.rows.len() == opened {\n                        mark.clone()\n                    } else {\n                        Span::plain(MARK_INDENT)	ml:                    let lead = if self.rows.len() == opened {\n                        mark.clone()\n                    } else {\n                        mark.clone()	-p view-core --lib native::ai_panel::transcript::tests::a_line_past_the_rows_width_wraps_under_the_marker
crates/view-core/src/native/ai_panel/transcript.rs	        for chunk in closed.split('\n') {	        for chunk in closed.split('\u{0}') {	-p view-core --lib native::ai_panel::transcript::tests::a_multi_line_prompt_keeps_its_own_lines
crates/view-core/src/native/ai_panel/transcript.rs	        for chunk in closed.split('\n') {	        for chunk in capped.split('\n') {	-p view-core --lib native::ai_panel::transcript::tests::a_multi_line_prompt_keeps_its_own_lines
crates/view-core/src/native/ai_panel/transcript.rs	            .or_else(|| capped.strip_suffix('\n'))	            .or_else(|| Some(capped.trim_end_matches('\n')))	-p view-core --lib native::ai_panel::transcript::tests::a_blank_line_the_writer_ended_on_keeps_its_row
crates/view-core/src/native/ai_panel/transcript.rs	            let chunk = chunk.strip_suffix('\r').unwrap_or(chunk);	            let chunk = chunk.strip_suffix('\u{0}').unwrap_or(chunk);	-p view-core --lib native::ai_panel::transcript::tests::a_crlf_line_ending_costs_no_cell_of_its_own
crates/view-core/src/native/ai_panel/transcript.rs	            for line in chunk.split('\r') {	            for line in chunk.split('\u{0}') {	-p view-core --lib native::ai_panel::transcript::tests::a_lone_carriage_return_breaks_the_line_too
crates/view-core/src/native/ai_panel/transcript.rs	        self.cut = capped.len() < text.len();	        self.cut = false;	-p view-core --lib native::ai_panel::transcript::tests::a_paste_longer_than_the_ceiling_carries_only_what_the_ceiling_allows
crates/view-core/src/native/ai_panel/transcript.rs	        if capped.is_empty() && !text.is_empty() {	        if false {	-p view-core --lib native::ai_panel::transcript::tests::a_result_line_that_lands_exactly_on_the_ceiling_still_reads_as_cut
crates/view-core/src/native/ai_panel/transcript.rs	                .push(vec![Span::plain(MARK_INDENT), Span::plain(ENTRY_CUT)]);	                .push(vec![Span::plain(ENTRY_CUT)]);	-p view-core --lib native::ai_panel::transcript::tests::the_cut_notice_lines_up_under_the_entry_it_closes
crates/view-core/src/native/ai_panel/transcript.rs	            left: ROW_PAINT_CEILING,	            left: usize::MAX,	-p view-core --lib native::ai_panel::transcript::tests::a_tool_call_answering_with_a_file_stops_at_the_entrys_own_ceiling
crates/view-core/src/native/ai_panel/transcript.rs	            rows.extend(entry_rows.iter().skip(skip).take(room).cloned());	            rows.extend(entry_rows.iter().skip(skip).take(usize::MAX).cloned());	-p view-core --lib native::ai_panel::transcript::tests::a_frame_clones_no_more_rows_than_its_window_paints
crates/view-core/src/native/ai_panel/transcript.rs	        if self.cache_width.get() == width {	        if true {	-p view-core --lib native::ai_panel::transcript::tests::a_narrowed_panel_rewraps_the_rows_it_already_rendered
crates/view-core/src/native/ai_panel/transcript.rs	        let frame = SPINNER_FRAMES[self.spinner_frame];	        let frame = SPINNER_FRAMES[0];	-p view-core --lib native::ai_panel::transcript::tests::a_spinner_tick_re_renders_nothing_at_all
crates/view-core/src/native/ai_panel/transcript.rs	ml:            if let Some(mark) = mark {\n                mark.text.clear();\n                mark.text.push_str(frame);\n            }	ml:            if let Some(mark) = mark {\n                mark.text.clear();\n                mark.text.push_str(frame);\n            }\n            cache[i] = None;	-p view-core --lib native::ai_panel::transcript::tests::a_spinner_tick_re_renders_nothing_at_all
crates/view-core/src/native/ai_panel/mod.rs	ml:        let viewport = self.transcript_viewport(panel_height, panel_width);\n        let width = transcript_width(panel_width);	ml:        let viewport = self.transcript_viewport(panel_height, panel_width);\n        let width = 0;	-p view-core --lib native::ai_panel::tests::a_scrolled_back_window_holds_while_the_agent_keeps_talking
crates/view-core/src/native/ai_panel/mod.rs	    usize::from(interior_text_width(panel).saturating_sub(LIST_MARKER_COLS))	    panel_width	-p view-core --lib native::ai_panel::tests::a_long_echoed_prompt_wraps_inside_the_panel_rather_than_losing_its_tail
crates/view-core/src/native/ai_panel/mod.rs	                .map(|top| self.transcript.normalized(top, width))	                .map(|top| top)	-p view-core --lib native::ai_panel::tests::a_window_held_on_a_narrow_panel_keeps_its_entry_when_the_panel_widens
crates/view-core/src/native/ai_panel/transcript.rs	            row: anchor.row.min(rows.saturating_sub(1)),	            row: anchor.row,	-p view-core --lib native::ai_panel::transcript::tests::an_anchor_held_across_a_resize_is_clamped_onto_its_own_entry
crates/view-core/src/native/ai_panel/mod.rs	    usize::from(interior_text_width(panel).saturating_sub(LIST_MARKER_COLS))	    usize::from(interior_text_width(panel))	-p view-surface --lib overlay::tests::a_painted_ai_panel_wraps_a_submitted_prompt_and_keeps_every_character
