crates/view/src/recovery.rs	                return None;	                return Some(0);	-p view --bin view a_failed_write_to_a_live_engine
crates/view-engine/src/process.rs	        if !self.handle.wait_until_settled(Self::READER_SETTLE) {	        if self.handle.command("qa!").is_err() {	-p view-engine --test shutdown a_live_child_reports_no_stop
crates/view-tui/src/terminal.rs	    out.write_all(b"\x1b[0 q")?;		-p view-tui --lib restore_bytes
crates/view-tui/src/terminal.rs	        crossterm::cursor::Show,		-p view-tui --lib restore_bytes
crates/view-core/src/update/mod.rs	                exit_code: 128 + signal,	                exit_code: signal,	-p view-core a_delivered_signal_quits
crates/view/src/recovery.rs	                state.write_lost = true;	                state.connection_lost = true;	-p view --bin view a_failed_write_to_a_live_engine
crates/view/src/runtime.rs	    let stalled = write.observe(handle) || write_lost;	    let stalled = write.observe(handle) || false;	-p view --bin view a_failed_write_to_a_live_child
crates/view-engine/src/process.rs	        self.child.kill()?;	        let _ = self.handle.command("qa!");	-p view-engine --test shutdown a_restart_teardown_kills_the_child
crates/view-engine/src/process.rs	            Err(err) if err.kind() == std::io::ErrorKind::ExecutableFileBusy => {	            Err(err) if err.kind() == std::io::ErrorKind::NotFound => {	-p view-engine --lib busy_text
crates/view-core/src/native/toast.rs	        matches!(self, Self::Pending | Self::Collapsed)	        matches!(self, Self::Collapsed)	-p view-core --lib a_foreign_startup_message_is_parked_but_still_recorded
crates/view-core/src/native/toast.rs	        matches!(self, Self::Pending | Self::Collapsed)	        matches!(self, Self::Pending)	-p view-core --lib a_collapsed_hold_keeps_parking_and_never_drains_what_it_parked
crates/view-core/src/model.rs	ml:            entry.shown_at_flush = current;\n            self.entries.push(entry);	            entry.shown_at_flush = current;	-p view-core --lib releasing_drains_in_order_and_restamps_so_the_releasing_key_cannot_wipe_it
crates/view-core/src/model.rs	            entry.shown_at_flush = current;		-p view-core --lib releasing_drains_in_order_and_restamps_so_the_releasing_key_cannot_wipe_it
crates/view-core/src/model.rs	ml:        if replace_last {\n            if let Some(last) = self\n                .held\n                .iter_mut()\n                .rev()\n                .find(|e| !e.condition && !e.is_native())\n            {\n                *last = entry;\n                return;\n            }\n        }\n        self.held.push(entry);	        self.held.push(entry);	-p view-core --lib a_coalescing_sequence_held_then_released_drains_as_one_entry
crates/view-core/src/update/surface_conflict.rs	ml:        let text = notice(&family, &claimed, model.config_was_read(), true);\n        effects.extend(model.engine.record_native_notice_sticky_once(&family, text));	        let text = notice(&family, &claimed, model.config_was_read(), true);\n        effects.extend(model.engine.record_native_notice_once(&family, text));	-p view-core --lib the_conflict_notice_outlives_the_transient_timeout
crates/view-core/src/update/surface_conflict.rs	    if model.surface_conflicts.covers(surface, identity.as_deref()) {	    if identity.is_none() && model.surface_conflicts.covers(surface, None) {	-p view-core --lib a_claimants_own_windows_are_that_claimant_rather_than_a_second_plugin
crates/view-engine/src/nvim_api.rs	    if first or fresh then	    if first then	-p view-engine --lib the_claimant_probe_asks_package_loaded_at_every_idle_until_it_knows
