crates/view-core/src/native/ai_panel/mod.rs	        if ch == '\n' || ch == '\r' {	        if ch == '\n' {	-p view-core --lib native::ai_panel::tests::a_pasted_line_break_ends_the_composers_row
crates/view-core/src/native/ai_panel/mod.rs	                let _ = chars.next_if_eq(&'\n');	                let _ = chars.peek();	-p view-core --lib native::ai_panel::tests::a_pasted_line_break_ends_the_composers_row
crates/view-core/src/native/ai_panel/mod.rs	ml:            open_row(&mut rows, keep);\n            used = 0;\n            continue;	ml:            used = 0;\n            continue;	-p view-core --lib native::ai_panel::tests::a_pasted_line_break_ends_the_composers_row
crates/view-core/src/native/ai_panel/mod.rs	ml:            used = 0;\n            continue;	ml:            used = width;\n            continue;	-p view-core --lib native::ai_panel::tests::a_line_break_costs_the_row_no_column
crates/view-core/src/native/ai_panel/mod.rs	    let mut next = if rows.len() >= keep {	    let mut next = if rows.len() > keep {	-p view-core --lib native::ai_panel::tests::a_multi_line_prompt_is_capped_at_the_composers_share_of_the_panel
crates/view-core/src/native/ai_panel/transcript.rs	        for row in wrap(closed, self.body, usize::MAX, self.breaks) {	        for row in wrap(capped, self.body, usize::MAX, self.breaks) {	-p view-core --lib native::ai_panel::transcript::tests::a_blank_line_the_writer_ended_on_keeps_its_row
crates/view-core/src/native/ai_panel/transcript.rs	            let lead = if self.rows.len() == opened {	            let lead = if self.rows.len() != opened {	-p view-core --lib native::ai_panel::transcript::tests::a_multi_line_prompt_keeps_its_own_lines
crates/view-core/src/update/paste.rs	        model.ai_panel_mut().input.push_str(text);	        model.ai_panel_mut().input.push_str(&text.replace('\n', " "));	-p view-core --lib update::tests::a_pasted_trailing_newline_leaves_the_prompt_in_the_composer
crates/view-surface/src/overlay.rs	            above_composer.saturating_add(row),	            above_composer,	-p view-surface --lib overlay::tests::the_caret_lands_on_the_last_row_of_a_multi_line_prompt
crates/view-core/src/native/ai_panel/mod.rs	    start -= start % width;	    start -= start % width.saturating_add(1);	-p view-core --lib native::ai_panel::tests::a_paste_larger_than_the_panel_is_wrapped_from_a_window_the_panel_could_paint
crates/view-core/src/native/ai_panel/mod.rs	            let carried = (breaks == Break::Word)	            let carried = (breaks == Break::Cell)	-p view-core --lib native::ai_panel::transcript::tests::an_agents_prose_breaks_between_words_and_a_long_word_still_at_the_cell
crates/view-core/src/native/ai_panel/transcript.rs	        TranscriptEntryKind::Message { .. } | TranscriptEntryKind::Review => Break::Word,	        TranscriptEntryKind::Message { .. } | TranscriptEntryKind::Review => Break::Cell,	-p view-core --lib native::ai_panel::transcript::tests::an_agents_prose_breaks_between_words_and_a_long_word_still_at_the_cell
